"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/description/urls/3/display_url","author/entities/description/urls/3/expanded_url","author/entities/description/urls/3/indices/0","author/entities/description/urls/3/indices/1","author/entities/description/urls/3/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"false","true","https://pbs.twimg.com/profile_banners/56799190/1730722881","Tue Jul 14 20:03:29 +0000 2009","News Correspondent , Investigative Journalist, Infotainment,  Activist - #Hollywood",,,,,,,,,,,,,,,,,,,,,,,,,,"0","176965","1904","4457","true","56799190","false","false","false","In Hollywood/On Hollywood","6831","🎬 ⭐️ 📽","1861726940731716078","false","https://pbs.twimg.com/profile_images/1641440703053176836/UcBfJAbB_normal.jpg","","93774","https://twitter.com/HollywoodBlvd1","user","https://x.com/HollywoodBlvd1","HollywoodBlvd1","Big developments in the #Russia election meddling, NY times reporting #CIA has evidence Russia helping #POTUSTRUMP sooner than we thought. https://t.co/JmGSjYTa2B","Fri Apr 07 23:50:59 +0000 2017"
"true","false",,"Mon Jan 02 05:14:44 +0000 2012","TO WORSHIP IS TO DEPRIVE YOURSELF OF FREEDOM TO SEEK THE TRUTH",,,,,,,,,,,,,,,,,,,,,,,,,,"0","381","77","153","true","452721831","false","false","false","Planet Earth, Solar System","12","kami mihan",,"false","https://pbs.twimg.com/profile_images/870055174286585856/qCQ72yea_normal.jpg","","7332","https://twitter.com/kamimihan","user","https://x.com/kamimihan","kamimihan","@SenateMajLdr Mitch dismissed  CIA report about Russian meddling in Election in favor of #Trump but readily accepted their reports on Assad","Fri Apr 07 23:46:11 +0000 2017"
"true","true","https://pbs.twimg.com/profile_banners/1067301798/1679733698","Mon Jan 07 03:10:31 +0000 2013","Wearer of Many Hats: Policy & public admin. Environmentalist. Technology & science enthusiast. Master of typos.",,,,,,,,,,,,,,,,,,,,,,,,,,"0","18618","546","710","true","1067301798","false","false","false","","123","Unified Duality",,"false","https://pbs.twimg.com/profile_images/834529988934242304/C_6jnsYz_normal.jpg","","8872","https://twitter.com/Unified_Duality","user","https://x.com/Unified_Duality","Unified_Duality","@ItIzBiz @DisTrumpia In the same breath you show justifiable outrage at Russian meddling in our election, you wanna meddle in another nation's internal affair?","Fri Apr 07 23:36:36 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/757812262711111685/1729221256","Tue Jul 26 05:38:17 +0000 2016","Philadelphian,GenXr,Politics, Arts,Soap Operas, Liberal",,,,,,,,,,,,,,,,,,,,,,,,,,"0","92432","804","1789","true","757812262711111685","false","false","false","Philadelphian","856","Barbara",,"false","https://pbs.twimg.com/profile_images/974607382851436544/tRZVegQQ_normal.jpg","","70729","https://twitter.com/barbra_philly","user","https://x.com/barbra_philly","barbra_philly","Hillary Clinton Denounces Trump ‘Hurting So Many People,’ and Putin for Election Meddling https://t.co/EyP3IVT7aa via @thedailybeast","Fri Apr 07 23:22:18 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/238696316/1731116202","Sat Jan 15 20:22:51 +0000 2011","30 | Proud EU citizen | Boeing #777X & Airbus #A350XWB Lover | RPs not endorsements; Views my own | FGO, AL, RR3 & HSR player | F1: #LH44 & #CL16",,,,,,,,,,,,,,,,,,,,,"o530carrispt.substack.com","https://o530carrispt.substack.com/","0","23","https://t.co/EB9JGy9N3H","0","190506","1760","1550","true","238696316","false","false","false","Global (Lisbon, PT)","1065","O530 Carris PT 🌍 🇭🇰🇹🇼🇺🇸🇺🇦🇪🇺🇵🇹 ✈️","1594106969295814657","false","https://pbs.twimg.com/profile_images/1862490750912454656/yapYs2dw_normal.jpg","","128216","https://twitter.com/TheO530CarrisPT","user","https://x.com/TheO530CarrisPT","TheO530CarrisPT","Of course that I've many concerns about Gorsuch. And yes, thanks also to #VladimirPutin for meddling in the US election in favour of #Trump. https://t.co/9FfdkoaI2a","Fri Apr 07 23:17:43 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/16994452/1400719135","Mon Oct 27 06:44:41 +0000 2008","Carnell Davis Gospel Radio",,,,,,,,,,,,,,,,,,,,,"carnelldavisgospelradio.com","http://carnelldavisgospelradio.com","0","22","http://t.co/wgMPW9iQLs","0","70","471","1140","false","16994452","false","false","false","Mobile, al","14408","Carnell Davis",,"false","https://pbs.twimg.com/profile_images/507165861648429056/Tg0bD7j-_normal.jpeg","","152219","https://twitter.com/carnelld","user","https://x.com/carnelld","carnelld","Well at least Trump has made all the ""Russian Meddling, Collusion, Messing with the election talk"" go away. And... https://t.co/2k3UsvHJsc","Fri Apr 07 23:15:42 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/1358501365/1674064643","Wed Apr 17 03:47:07 +0000 2013","Hillary Clinton Fan. UCR🎓. English/Spanish. Leadership starts at the top. Democrat. Riding the BlueWave🏄🏽‍♂️ #Vote #BidenHarris #ProudDem #ImStillWithHer",,,,,,,,,,,,,,,,,,,,,,,,,,"0","92395","1359","1924","false","1358501365","false","false","false","Southern California, USA","777","#Vote","796401517083246593","false","https://pbs.twimg.com/profile_images/1593542045896802305/DzFmWs0B_normal.jpg","","34100","https://twitter.com/miguel90009","user","https://x.com/miguel90009","miguel90009","jill stein still silent abt russias meddling in our election,y so silent jill? @DrJillStein
#TrumpRussia
#TheResistance

 green party my ass https://t.co/SMgiuXdOH9","Fri Apr 07 23:10:27 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/598331179/1729279105","Sun Jun 03 13:19:42 +0000 2012","#BDS of #US #Israel and #UK #Ceasefirenow #Genocide #WarCrimes #Complicit #ICC #ICJ #WarCriminals #IsraelApartheidState #EndOccupation",,,,,,,,,,,,,,,,,,,,,,,,,,"0","218873","90605","59758","false","598331179","false","false","false","South Africa","10617","#GazaGenocide","1861431273958387714","false","https://pbs.twimg.com/profile_images/1847356399329615873/s9ryyx6J_normal.jpg","","312019","https://twitter.com/Adamitv","user","https://x.com/Adamitv","Adamitv","Clinton on Russian election meddling: 'More effective theft even than Watergate' https://t.co/sHmyFBM8O2","Fri Apr 07 23:08:18 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/14377702/1722095490","Sun Apr 13 20:35:11 +0000 2008","Be the Change: Fight against a corrupt political system fueled by corporate money.",,,,,,,,,,,,,,,,,,,,,,,,,,"0","18561","1936","2300","false","14377702","false","false","false","USA","1564","IndependentsUnite",,"false","https://pbs.twimg.com/profile_images/1817218729002016768/_MSU_gYU_normal.jpg","","66936","https://twitter.com/LeftysUnite","user","https://x.com/LeftysUnite","LeftysUnite","CIA Suspected Russian Meddling In US Election Sooner Than We Thought  https://t.co/6A4EiMmQ8q","Fri Apr 07 23:03:36 +0000 2017"
"true","false",,"Wed Mar 01 16:31:15 +0000 2017","",,,,,,,,,,,,,,,,,,,,,,,,,,"0","14379","63","638","true","836977139601850369","false","false","false","","640","Spring 4 Me","1274043553413464072","false","https://pbs.twimg.com/profile_images/1019443171485310976/_JmRt8cL_normal.jpg","","22280","https://twitter.com/Spring4Me2","user","https://x.com/Spring4Me2","Spring4Me2","John Brennan began meeting w/top lawmakers on Capitol Hill 10 weeks before the election to warn of Russian meddling https://t.co/bGDZ8kLEMp","Fri Apr 07 23:01:09 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/634463730/1366961743","Fri Jul 13 07:49:15 +0000 2012","Wonderful, beautiful inside and out.. made my mother proud",,,,,,,,,,,,,,,,,,,,,,,,,,"0","41999","84","75","false","634463730","false","false","false","","3663","Sonia L","1497330833069277184","false","https://pbs.twimg.com/profile_images/719727001888694272/HZE91yju_normal.jpg","","25408","https://twitter.com/Love2kissstar","user","https://x.com/Love2kissstar","Love2kissstar","@CNNSitRoom @CNN @SenJohnMcCain Let's keep the focus on Russia probe and all of the people involved in election meddling","Fri Apr 07 22:55:11 +0000 2017"
"false","false",,"Mon Jan 30 13:28:10 +0000 2012","Latest news, stories, rumors, and more from numerous sources of newsfeed and social media accounts.",,,,,,,,,,,,,,,,,,,,,,,,,,"0","38","5338","28","false","478606913","false","false","false","Not Found","105451","Krunox",,"false","https://pbs.twimg.com/profile_images/824952382618349568/2SFIkM2x_normal.jpg","","1123898","https://twitter.com/krunox123","user","https://x.com/krunox123","krunox123","Hillary Clinton speaks out on Russian election meddling - Q13 FOX https://t.co/FtOOlnn9xw","Fri Apr 07 22:46:26 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/788237336454717444/1477862635","Tue Oct 18 04:36:40 +0000 2016","Father. Husband. Lockean, Burkean, Madisonian. Classical liberal/Conservative. Reformocon. Views hopefully not just my own.",,,,,,,,,,,,,,,,,,,,,,,,,,"0","14515","207","305","false","788237336454717444","false","false","false","Bay Area, California, USA","33","Gracchus",,"false","https://pbs.twimg.com/profile_images/792840971201318912/x4EVmIf1_normal.jpg","","3934","https://twitter.com/tggracchus","user","https://x.com/tggracchus","tggracchus","@TheOneSoleShoe I think it might come to something like that, but it should be combined with Russia out of Donbas and deescalation of election meddling.","Fri Apr 07 22:31:56 +0000 2017"
"false","false",,"Fri Nov 07 22:18:09 +0000 2014","UCD Alum. Excited about history, archaeology, film photography, art & travel. Concerned for rights, healthcare, climate, ethics in govt.",,,,,,,,,,,,,,,,,,,,,,,,,,"0","24230","493","595","true","2893135260","false","false","false","","4089","Norman Dong",,"false","https://pbs.twimg.com/profile_images/530861455684284417/ssH_b5Wi_normal.png","","77299","https://twitter.com/EarthPlannr","user","https://x.com/EarthPlannr","EarthPlannr","@jaketapper @paulanewtonCNN Seems late to talk Russian moves on Sarin. Hacking/meddling our election clear enough sign of intent. Yet trump staff made contacts w/ them. https://t.co/C98myvXui0","Fri Apr 07 22:05:19 +0000 2017"
"false","true",,"Thu Oct 17 21:29:40 +0000 2013","Where ever you go... there you are. Going day by day... so let's see where it takes me! Namaste.",,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","91","0","false","1967626670","false","false","false","Green Bay,WI,US","204","Gonzalo Wolfred",,"false","https://pbs.twimg.com/profile_images/432977822798209024/iNYbaLVK_normal.jpeg","","233211","https://twitter.com/GonzaloWolfred","user","https://x.com/GonzaloWolfred","GonzaloWolfred","Hillary Clinton Speaks Out on Russian Election Meddling - FOX40 https://t.co/iVn6IlMTZ9","Fri Apr 07 21:57:13 +0000 2017"
"false","true",,"Sun Sep 07 21:05:38 +0000 2014","",,,,,,,,,,,,,,,,,,,,,,,,,,"0","43","1029","2882","false","2796611292","false","false","false","","8","Jerry Ellison",,"false","https://pbs.twimg.com/profile_images/508722874446663681/vkZzkBxv_normal.jpeg","","6980","https://twitter.com/j49ellison","user","https://x.com/j49ellison","j49ellison","@FoxNews @kimguilfoyle The Russia election meddling is the top story along with them taxreturns his ass is hiding Russia in.#distraction distraction 👀👎","Fri Apr 07 21:51:17 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/2737364738/1718905563","Sat Aug 16 14:44:07 +0000 2014","Accredited Journalist",,,,,,,,,,,,,,,,,,,,,"5dariyanews.com","http://www.5dariyanews.com","0","23","https://t.co/Rs3vbbI9ns","0","26396","4964","5070","false","2737364738","false","false","false","Jammu And Kashmir","5717","ROUF PAMPORI",,"false","https://pbs.twimg.com/profile_images/1438416067936677889/5pdoLxGR_normal.jpg","","26025","https://twitter.com/roufaminnews5","user","https://x.com/roufaminnews5","roufaminnews5","Russia's election meddling act of aggression : Hillary Clinton

https://t.co/QM0vseKGv0","Fri Apr 07 21:47:36 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/849350346/1615521298","Thu Sep 27 14:30:13 +0000 2012","#RSL #UtahUtes #USWNT #USMNT",,,,,,,,,,,,,,,,,,,,,,,,,,"0","87899","635","1074","true","849350346","false","false","false","The City by the Salty Lake","641","PrisonMime",,"false","https://pbs.twimg.com/profile_images/1432539950952509440/4JpVb6Y4_normal.jpg","","18711","https://twitter.com/RSLUteDude","user","https://x.com/RSLUteDude","RSLUteDude","@costareports Oh my goodness! Russia definitely wasn't meddling in our election! Call off the dogs everyone. Tensions!","Fri Apr 07 21:43:33 +0000 2017"
"false","true",,"Mon Jul 25 21:04:34 +0000 2016","",,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","3","43","false","757682978357075969","false","false","false","","0","Joe davis",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","2","https://twitter.com/Joedavi56649204","user","https://x.com/Joedavi56649204","Joedavi56649204","Hillary Clinton speaks out on Russian election meddling https://t.co/kCJeFQePwr via @fox6now","Fri Apr 07 21:38:30 +0000 2017"
"false","false",,"Sun Feb 05 23:27:09 +0000 2017","Be kind to Animals , children and ladies  Because i have certain skills i Will find you and kill YOU Capiche",,,,,,,,,,,,,,,,,,,,,,,,,,"0","12306","449","287","false","828384498047938561","false","false","false","Texcoco, México","289","here comes Johnny","844166385131552769","false","https://pbs.twimg.com/profile_images/930487647973277696/uvyiIW4w_normal.jpg","","16346","https://twitter.com/harpa_john","user","https://x.com/harpa_john","harpa_john","Get back to the Russian meddling in the Amarican election","Fri Apr 07 21:31:15 +0000 2017"
"false","true",,"Mon Feb 06 20:32:10 +0000 2017","",,,,,,,,,,,,,,,,,,,,,,,,,,"0","10964","48","108","true","828702849978728449","false","false","false","","312","minitalker",,"false","https://pbs.twimg.com/profile_images/884833523135152129/L3DlaoUG_normal.jpg","","19954","https://twitter.com/1minitalker","user","https://x.com/1minitalker","1minitalker","@JVPStorm @davelevinthal @GreatAmericaPAC and again distraction from Russia-collusion investigation -- We need indep prosecutor/invest and Trump/Kushner family taxes asap!","Fri Apr 07 23:58:38 +0000 2017"
"false","true",,"Mon Sep 27 03:28:54 +0000 2010","",,,,,,,,,,,,,,,,,,,,,,,,,,"0","32","18","31","false","195603764","false","false","false","","21","Kinlochkid","872827730609356800","false","https://pbs.twimg.com/profile_images/953273164389408771/zGRJomfG_normal.jpg","","500","https://twitter.com/Kinlochkid","user","https://x.com/Kinlochkid","Kinlochkid","@CoryBooker please keep pressing for an independent investigation of Russia--Trump's fireworks display is a distraction he's rotten!","Fri Apr 07 23:58:30 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/796566981021462528/1489804230","Thu Nov 10 04:15:42 +0000 2016","Dictatorship survivor. Committed to democracy. Profoundly disgusted with Trump. Allergic to authoritarians.",,,,,,,,,,,,,,,,,,,,,,,,,,"0","84","45","210","true","796566981021462528","false","false","false","","1","Sergio LaPaella",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","1277","https://twitter.com/Sergio35411189","user","https://x.com/Sergio35411189","Sergio35411189","@joyannreid 
Operation “Syrian pothole”:6. Trump’s plan – to delay Russia investigation as long as possible","Fri Apr 07 23:54:02 +0000 2017"
"false","true",,"Sat May 02 15:49:55 +0000 2009","Educated, Army Veteran, middle of the road friendly guy, lots of interests, few hangups, tolerant, easy to know and like intellectual dialogue, fun, and more.",,,,,,,,,,,,,,,,,,,,,,,,,,"0","21737","1327","1843","true","37220746","false","false","false","Nashville, GA","503","Jim Ennis",,"false","https://pbs.twimg.com/profile_images/378800000855230178/5a5b36a9ce69efcc42b5ea2a0e11dcda_normal.jpeg","","64747","https://twitter.com/jimetoo","user","https://x.com/jimetoo","jimetoo","Counterintelligence investigation of possible Trump campaign collusion with Russia began last July https://t.co/bMQRI1d24Q","Fri Apr 07 23:52:44 +0000 2017"
