"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"false","true",,"Sun Jul 31 20:18:03 +0000 2016","",,,,,,,,,,,"0","46231","446","93","false","759845601882157056","false","false","false","Ohio, USA","0","Mad Ohio Lib",,"false","https://pbs.twimg.com/profile_images/766134399075090433/dzf1kYyb_normal.jpg","","116302","https://twitter.com/onderick_onder3","user","https://x.com/onderick_onder3","onderick_onder3","Let's talk about investigation of Trump and Russia https://t.co/ynPLmkfMgz","Sun Nov 06 23:56:02 +0000 2016"
"false","false","https://pbs.twimg.com/profile_banners/277304132/1731307627","Tue Apr 05 03:06:23 +0000 2011","❤️❤️Notorious RBG⚖️ #MomsDemandAction #VotingRights #TransRights🌈#TraitorTrump #DCStatehood🌟🌟SCOTUS is illegitimate and on🔥",,,,,,,,,,,"0","906915","3956","3588","true","277304132","false","false","false","Beautiful Florida💖","2595","DRC🌻","1854760652687954293","false","https://pbs.twimg.com/profile_images/1855864770403930112/HNVdawya_normal.jpg","","87364","https://twitter.com/dlrc65","user","https://x.com/dlrc65","dlrc65","@aquagoddess @Jayne720 @Iluvbajanrum @RoRoscoe @weeklystandard Unnamed leaks is not the FBI confirming an investigation. Russia/Trump leaks","Sun Nov 06 23:42:49 +0000 2016"
"true","false","https://pbs.twimg.com/profile_banners/52623983/1420608117","Wed Jul 01 03:47:30 +0000 2009","",,,,,,,,,,,"0","223","163","230","false","52623983","false","false","false","Where I Wanna Be","225","De_Facto Masterpiece",,"false","https://pbs.twimg.com/profile_images/826679253886447618/d7q9xz1__normal.jpg","","15547","https://twitter.com/Covert_Senorita","user","https://x.com/Covert_Senorita","Covert_Senorita","Revised: No more emails, focus shift-- Trump U investigation, rape of a minor, Trump foundation, ties to Russia etc etc etc. #LetsGooooooo","Sun Nov 06 23:23:49 +0000 2016"
"true","false","https://pbs.twimg.com/profile_banners/211181482/1418448788","Tue Nov 02 15:11:14 +0000 2010","Yankee fan by day, Yankee fan by night",,,,,,,,,,,"0","8968","11694","11508","true","211181482","false","false","false","","3807","Yankees101","800106858056916992","false","https://pbs.twimg.com/profile_images/1087565175627091975/FIp1_b8e_normal.jpg","","257290","https://twitter.com/SmartOne8927","user","https://x.com/SmartOne8927","SmartOne8927","Wait, there was no Comey letter about the investigation into the Trump campaign connections to Russia? Why?","Sun Nov 06 23:16:27 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/3307574470/1480223510","Wed Jun 03 22:39:11 +0000 2015","TROLLS READ YOU WILL BE BLOCKED IMMEDIATELY! I am an independent that believe every human has a place at the table no matter race,creed,orign or sexual identity",,,,,,,,,,,"0","530","93","881","false","3307574470","false","false","false","Boston, MA","1924","Diane Ashley",,"false","https://pbs.twimg.com/profile_images/802743591818985472/Jsxp2t1j_normal.jpg","","7318","https://twitter.com/DianeAshley48","user","https://x.com/DianeAshley48","DianeAshley48","@TeamIssa @ApplegateCA49 And Trump is the one Under Investigation Gen Flynn's Carter Page relationship with Russia https://t.co/zMHAoEe7We","Sun Nov 06 23:11:08 +0000 2016"
"false","false","https://pbs.twimg.com/profile_banners/2590278009/1656173033","Sat Jun 07 20:43:50 +0000 2014","Navy Vet with a Marine Corps family. CA liberal living in conservative VA. 1960s style Women’s Rights fighting is back in vogue",,,,,,,,,,,"0","126104","1460","2013","false","2590278009","false","false","false","","889","Randi","1129751120581222401","false","https://pbs.twimg.com/profile_images/1192130297367805953/eC95RXDH_normal.jpg","","224614","https://twitter.com/randibaker01","user","https://x.com/randibaker01","randibaker01","Do you really want Comey to treat their investigation of Trump's relationship with Russia the same way he's treated Clinton's investigation https://t.co/4WSqdElm6c","Sun Nov 06 22:57:46 +0000 2016"
"false","false","https://pbs.twimg.com/profile_banners/49662361/1731877017","Mon Jun 22 15:32:23 +0000 2009","I voted for Harris/Walz not the felon. 

Real Patriot - not a trump loving MAGA
  
Sad that the country elected a felon/rapist 

#RESIST

VOTE BLUE",,,,,,"bsky.app/profile/robmel…","https://bsky.app/profile/robmelrose.bsky.social","0","23","https://t.co/WjHHZKXsv9","0","188007","4669","4757","true","49662361","false","false","false","Planet Earth ","2690","🇺🇸 You can find Rob on BLUESKY 🇺🇸","1856746613580206540","false","https://pbs.twimg.com/profile_images/1858253006153617408/emB3GW7x_normal.jpg","","113032","https://twitter.com/Rob_Melrose","user","https://x.com/Rob_Melrose","Rob_Melrose","@IngrahamAngle Trump foundation is under investigation. Trump &amp; Manifort under investigation for Russia ties.","Sun Nov 06 22:54:35 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/1934770050/1489132318","Fri Oct 04 16:48:20 +0000 2013","Mom fighting White Supremacy & Misogyny of the GOP. #BlackLivesMatter #MomsDemand #NeverAgain #HarrisWalz2024 #LGBTQ+ #PublicEducation #Vegan #BringThemHomeNow",,,,,,,,,,,"0","271485","13954","12945","false","1934770050","false","false","false","Texas, USA","8354","HappyToBeBlue 🇺🇸✡️🦅💙🆘","1841894666326720760","false","https://pbs.twimg.com/profile_images/823731696935833602/J5xAcs1p_normal.jpg","","395349","https://twitter.com/MonsterMarcia","user","https://x.com/MonsterMarcia","MonsterMarcia","Yes, @FBI @NewYorkFBI, What's happening with Trump-Putin-Russia investigation? FBI Hurts Hillary but Protects Trump!?!?! https://t.co/LFmZkjdAjj","Sun Nov 06 22:46:18 +0000 2016"
"false","false","https://pbs.twimg.com/profile_banners/24559595/1541625319","Sun Mar 15 18:09:35 +0000 2009","Retired Partner at True Guarnieri Ayer LLP",,,,,,,,,,,"0","12520","374","961","false","24559595","false","false","false","Frankfort, Kentucky","1398","Bill Ayer",,"false","https://pbs.twimg.com/profile_images/1191122315364503552/TKPaWvNG_normal.jpg","","14867","https://twitter.com/rumpole2","user","https://x.com/rumpole2","rumpole2","@sharonhough @rayguy3 @jaketapper @barbarastarrcnn And the trump Russia investigation.","Sun Nov 06 22:40:43 +0000 2016"
"false","false","https://pbs.twimg.com/profile_banners/4876893085/1455064298","Mon Feb 08 03:53:06 +0000 2016","I'm on the greatest adventure ~ My Life.",,,,,,,,,,,"0","46850","783","1363","true","4876893085","false","false","false","Regina, Saskatchewan Treaty 4","788","ıllıllı⭐🌟 C͙a͙n͙e͙x͙i͙cana 🌟 ⭐ıllıllı 🌈",,"false","https://pbs.twimg.com/profile_images/696546570322378753/HrkEdit9_normal.jpg","","60896","https://twitter.com/tammy_wesa","user","https://x.com/tammy_wesa","tammy_wesa","Jason Miller #Trump surrogate said the @nytimes debunked Trump/Russia FBI investigation. Quoting NYT that #Trump calls a useless rag?","Sun Nov 06 22:29:28 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/2801229139/1663591087","Wed Sep 10 06:02:35 +0000 2014","BelieveNEquality4ALL ~HillaryObama4EVER ~Animal lover ~Vulgarity shuts convo down/earns u a block ▶️NOBernieEver ▶️HillaryWas45 ▶️Joes46 ▶️BLM #Onward",,,,,,,,,,,"0","5828","8240","7004","false","2801229139","false","false","false","","3648","Bettie Rose 🌻","1532895576467152897","false","https://pbs.twimg.com/profile_images/1031788604891095040/e_NQNPTX_normal.jpg","","101230","https://twitter.com/BettieRose100","user","https://x.com/BettieRose100","BettieRose100","""FBI Director Comey"" Now can we move onto the status of your investigation into ""Trump's ties to Russia"" as mentioned in the Reid docs? https://t.co/ReLmDsbzM8","Sun Nov 06 22:26:14 +0000 2016"
