"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/longDescription/entities/0/fromIndex","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/__typename","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/legacy/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/rest_id","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/type","author/affiliatesHighlightedLabel/label/longDescription/entities/0/toIndex","author/affiliatesHighlightedLabel/label/longDescription/text","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/139108001/1600389198","Sat May 01 15:26:14 +0000 2010","میانه رو افراطی. نئو‌فئودالیست. ژئو‌گلوبالیست. ورود مزدکیان ممنوع. ضمیر شخصی او/اون. معاون مدیر اجرایی جشنواره فیلم کَن سولوقون. استاد سِنج",,,,,,,,,,,"0","24640","283","264","true","139108001","false","false","false","تورقوزآباد علیا، جزایر سه‌گانه","4826","Mike Meyer","1329061158976966656","false","https://pbs.twimg.com/profile_images/1490491297332961282/cwCamNJN_normal.jpg","","33667","https://twitter.com/mMeyer62","user","https://x.com/mMeyer62","mMeyer62",,"@blakehounshell I guess he'd definitely fix FB's election meddling problem.","Mon Oct 09 23:26:12 +0000 2017"
,,,,,,,,,,,"true","true",,"Wed Feb 18 19:58:43 +0000 2015","DELETE YOUR TWEETS THEN DELETE YOUR TWITTER PROFILE. DON'T LET SPACE KAREN TRAIN HIS AI WITH YOUR CONTENT AND WORDS. ELON MUSK CAN GO FUCK HIMSELF",,,,,,,,,,,"0","205353","3864","4968","true","3027175813","false","false","false","Canada","7670","The Perfidious SH",,"false","https://pbs.twimg.com/profile_images/1714090988724228096/1v-FAaUQ_normal.jpg","","140065","https://twitter.com/perfidiousSH","user","https://x.com/perfidiousSH","perfidiousSH",,"@nytimes many russian bot/troll accounts were identified meddling in Canada’s last federal election but they didn’t have as much of an influence here","Mon Oct 09 23:12:18 +0000 2017"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/862842446614470657/1648518552","Fri May 12 01:30:44 +0000 2017","I'm really down to earth. I love people and will support most causes! 🇺🇸🌈🐾🎶🏀⚾☕🍉♿ #Notmypresident #ResistTrump #VoteThemOut #voteblue2018 #RESIST",,,,,,,,,,,"0","63714","2272","4026","true","862842446614470657","false","false","false","New York, USA","1934","Susan",,"false","https://pbs.twimg.com/profile_images/879946805336719360/R3z76_rS_normal.jpg","","21785","https://twitter.com/Suzmassara","user","https://x.com/Suzmassara","Suzmassara",,"@Cchurch214 @AngelaBelcamino @EdKrassen @IRdotnet @realDonaldTrump The Russian 'thing' is still being investigated and it was proven that the Russians were meddling in our election. Stop watching fake news.","Mon Oct 09 22:50:45 +0000 2017"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/878028162063532034/1498297584","Thu Jun 22 23:13:21 +0000 2017","LOVE ALL BUT DEPENDS ON WHO U R INSIDE IF I WILL RETWEET U #AMERICA1ST  #NoAbortion 
#MAGATRUMP  #USA #2A #BUILDTHEWALL #PROLIFE #MAGA #NOSHARIA 🇺🇸",,,,,,,,,,,"0","21658","1778","2840","true","878028162063532034","false","false","false","KAUAI","55","🔥Richard🌎Harwood🔥",,"false","https://pbs.twimg.com/profile_images/878549867135721472/LMux43Qs_normal.jpg","","25315","https://twitter.com/RICKHARWOOD1776","user","https://x.com/RICKHARWOOD1776","RICKHARWOOD1776",,"See Who #TWITSHIT is Now In the Practice of Election Meddling And @Jack Should Be Put on Trial &amp; Supreme Court Should Force #A1 on All Social Media To Stop The Zionist Protocol Orwell Type Thought Police Election Control Nazi's in to Submission, Boycott 1wkmight have Same Effect! https://t.co/NNjAAfvvSZ","Mon Oct 09 22:20:36 +0000 2017"
,,,,,,,,,,,"false","true",,"Sat Oct 11 14:57:04 +0000 2014","jovia. Ifb immediately. please follow me",,,,,,,,,,,"0","243","231","108","true","2822958311","false","false","false","nigeria","13690","be good",,"false","https://pbs.twimg.com/profile_images/1241819673844383749/OM8CDvh8_normal.jpg","","41261","https://twitter.com/eseprtt","user","https://x.com/eseprtt","eseprtt",,"BREAKING: Google’s Apps Did Served Election-Meddling Ads In 2016 according To Report
https://t.co/nEnvoMbnS8

#Technology #election #hack","Mon Oct 09 22:18:22 +0000 2017"
,,,,,,,,,,,"false","true",,"Sun Feb 07 16:26:45 +0000 2016","WAENING!!! All sexy videos. 18+ adult account. Sensitive contents.",,,,,,"ht.ly/xgLH307k5Dc","http://ht.ly/xgLH307k5Dc","0","23","https://t.co/DcCXyNtdju","0","1","719","115","false","4885087497","false","false","false","United states","8655","Xvideos",,"false","https://pbs.twimg.com/profile_images/811415819653705728/v2o3OFON_normal.jpg","","17274","https://twitter.com/iPhone_Xxxx","user","https://x.com/iPhone_Xxxx","iPhone_Xxxx",,"BREAKING: Google’s Apps Did Served Election-Meddling Ads In 2016 according To Report
https://t.co/jo6Aetqqda

#Technology #election #hack","Mon Oct 09 22:18:22 +0000 2017"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/2822699110/1585295393","Sat Oct 11 12:52:04 +0000 2014","am a geek",,,,,,,,,,,"0","318","1033","3551","false","2822699110","false","false","false","in your heart","10160","Be nice",,"false","https://pbs.twimg.com/profile_images/1243445120088846336/dpmQugyE_normal.jpg","","30439","https://twitter.com/tablebreakerfc","user","https://x.com/tablebreakerfc","tablebreakerfc",,"BREAKING: Google’s Apps Did Served Election-Meddling Ads In 2016 according To Report
https://t.co/tAlJ7PsXiY

#Technology #election #hack","Mon Oct 09 22:18:22 +0000 2017"
"https://pbs.twimg.com/semantic_core_img/1428827730364096519/4ZXpTBhS?format=png&name=orig","Automated","13","User","pokemonGo_p","1879431199","pokemonGo_p","TimelineRichTextMention","25","Automated by @pokemonGo_p","AutomatedLabel","false","true","https://pbs.twimg.com/profile_banners/1736280612/1631451800","Fri Sep 06 18:46:09 +0000 2013","Take care of your health today",,,,,,"ipubus.gopublic.today/OKINAWAFLATBEL…","https://ipubus.gopublic.today/OKINAWAFLATBELLY","0","23","https://t.co/QqvIUQBVW3","0","422","952","1593","false","1736280612","false","false","false","Kansas City, MO","16363","Health Wellness Clinic",,"false","https://pbs.twimg.com/profile_images/1437038954516258821/tg_4QNJs_normal.jpg","","44829","https://twitter.com/ARIANAGRANDE_1Q","user","https://x.com/ARIANAGRANDE_1Q","ARIANAGRANDE_1Q",,"BREAKING: Google’s Apps Did Served Election-Meddling Ads In 2016 according To Report
https://t.co/QIfcjRj3Kn

#Technology #election #hack","Mon Oct 09 22:18:22 +0000 2017"
,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/2822593816/1632402713","Sat Oct 11 11:53:49 +0000 2014","the only permanent thing is change, it's inevitable  

NB: MY RETWEETS AND LIKES NOT EQUAL TO ENDORSEMENT.",,,,,,,,,,,"0","89358","2176","2699","true","2822593816","false","false","false","link in bio","21717","wealthyman🫂","1800241349037371884","false","https://pbs.twimg.com/profile_images/1718695929472049152/UUtbrc9W_normal.jpg","","127479","https://twitter.com/SeenCantBeUnsee","user","https://x.com/SeenCantBeUnsee","SeenCantBeUnsee",,"BREAKING: Google’s Apps Did Served Election-Meddling Ads In 2016 according To Report
https://t.co/pdbtQymQth

#Technology #election #hack","Mon Oct 09 22:18:22 +0000 2017"
,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/219269468/1611396662","Wed Nov 24 11:49:48 +0000 2010","I have an idea😋. follow me and I follow back immediately.",,,,,,"softtechhub.us","https://softtechhub.us","0","23","https://t.co/zt1NhHGx5F","0","2415","4482","4684","true","219269468","false","false","false","united States","48646","Make Money Online and Confirm Marketing Tools","1860361039231029370","false","https://pbs.twimg.com/profile_images/1375008945224441858/kzQGD9ia_normal.jpg","","165767","https://twitter.com/TWEETPRESSS","user","https://x.com/TWEETPRESSS","TWEETPRESSS",,"BREAKING: Google’s Apps Did Served Election-Meddling Ads In 2016 according To Report
https://t.co/drqOtmNJr3

#Technology #election #hack","Mon Oct 09 22:18:22 +0000 2017"
