"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"false","true","https://pbs.twimg.com/profile_banners/837022642938892288/1488841466","Wed Mar 01 19:32:04 +0000 2017","Music lover-Avid reader-World traveler-Global visionary-Veteran-Spiritual-Resilient warrior-Creative thinker-Laser-focused on equality and justice for all",,,,,,,,,,,,,,,,,,,,,"0","16593","2777","4360","true","837022642938892288","false","false","false","Richmond, CA","102","dkrich",,"false","https://pbs.twimg.com/profile_images/837029146794455040/eO1aeqf-_normal.jpg","","23912","https://twitter.com/dkrich17","user","https://x.com/dkrich17","dkrich17",,"@HouseDemocrats AND @SenateDems 
 WHAT'S. WRONG. WITH. YOU. 😠😠
Why aren't you responding to @HouseGOP @SenateGOP with this info:
On twitter, news conferences, congressional committes, town hall meetings
EACH AND EVERY TIME they say end Mueller investigation now OR wrap it up??? https://t.co/nHBcj5QdXC","Sun Jul 01 23:59:06 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/1001785488183775237/1530453668","Wed May 30 11:20:47 +0000 2018","President Trump's WINTER SOLDIER, CONSTITUTIONAL ORIGINALIST ACTIVIST, 1776 WORLDWIDE,1ST AMENDMENT FOR THE WORLD, 2ND AMENDMENT FOR THE ENTIRE WORLD POPULATION",,,,,,,,,,,,,,,,"ge-rf.com","http://ge-rf.com","0","23","https://t.co/6mOVy7pnbm","0","19592","658","1497","true","1001785488183775237","false","false","false","","3612","Robert Steck @Parler GERF2030",,"false","https://pbs.twimg.com/profile_images/1002702613198991360/8095SpNa_normal.jpg","","25400","https://twitter.com/RobertSteck13","user","https://x.com/RobertSteck13","RobertSteck13",,"@benshapiro @mflynnJR @dbongino Ben Shapiro the Judas Goat taking over for Glenn Beck! You did say Impeach Trump you did not defend him nor did you say anything to delegitimize the Mueller witch hunt! Ben an investigation without evidence of a crime is a crime in itself! Ben really?","Sun Jul 01 23:58:29 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/91266824/1479335515","Fri Nov 20 04:11:13 +0000 2009","Trouble Maker: Former Military Officer, Gun owner, III%, Gamer, Musician, Sound Designer, Dreamer, IT, Geek, French... - RT not endorsement",,,,,,,,,,,,,,,,,,,,,"0","14340","342","12","false","91266824","false","false","false","Texas / France","172","🇺🇸 Mr Phil 🇫🇷",,"false","https://pbs.twimg.com/profile_images/796931067932528640/R9X1VLgM_normal.jpg","","7057","https://twitter.com/MrPhilMusic","user","https://x.com/MrPhilMusic","MrPhilMusic",,"@benshapiro @mflynnJR @dbongino Not a big fan of Ben, but he’s right here — he said (paraphrasing) “let’s see the fact and if it means to impeach Trump, so be it”.

Now impeached Rosenstein &amp; terminating Mueller investigation (if it’s a witch hunt), wouldn’t be a good reason for impeach DJT
(Ben said it would)","Sun Jul 01 23:58:21 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/229700619/1726880584","Thu Dec 23 03:09:41 +0000 2010","Husband to 1 since 2002. Father to 3. 

Route delivery guy. Painter of interiors (sometimes). Fixer of stuff for property owners. 

Clemson 🏈",,,,,,,,,,,,,,,,,,,,,"0","17237","1033","2252","true","229700619","false","false","false","Asheville, North Carolina ","5729","Nope",,"false","https://pbs.twimg.com/profile_images/1837297479928213504/uVc_aJoF_normal.jpg","","26390","https://twitter.com/rickybowen2","user","https://x.com/rickybowen2","rickybowen2",,"@Augie27422599 @irishrygirl Uh, ok. 13 Russians. Tax evasion, porn stars and if this is so explosive, so damning—Mueller needs to pony up and let’s get rid of Trump...17 mill and counting —and he said, correct me if I’m wrong—that Trump isn’t the target of the investigation? 🦄 chasing at its finest.","Sun Jul 01 23:58:18 +0000 2018"
"false","true",,"Fri Nov 24 17:01:42 +0000 2017","Reading only one publication is worse than reading none (my high school teacher).",,,,,,,,,,,,,,,,,,,,,"0","658","49","80","true","934104752064999425","false","false","false","","578","Mike Smith",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","30984","https://twitter.com/Mike_Smith_12","user","https://x.com/Mike_Smith_12","Mike_Smith_12",,"@HuffPostPol Didn't Mueller say that Trump is not a subject of the investigation?","Sun Jul 01 23:55:25 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/4831194209/1604852562","Thu Jan 21 00:10:39 +0000 2016","#Libertarian, throws political 🏈 over 🏔. Statism ≠ patriotism. #MYOB 🚫#PartisanHypocrisy 🚫#TwoPartyDuopoly 🚫 #Tribalism 👉Pronouns are Fuck/Off👈",,,,,,,,,,,,,,,,,,,,,"0","75611","787","214","false","4831194209","false","false","false","Missouri, USA","5342","Uncle Rico #GoodbyeHorsesAss👋","1743808294345425137","false","https://pbs.twimg.com/profile_images/1302630419783917568/hQxEQZXL_normal.jpg","","52018","https://twitter.com/_chrismattingly","user","https://x.com/_chrismattingly","_chrismattingly",,"@Brandossius @Yakekoge @UnimpressedTX @TxsleuthUSA @MrsPerrin @waconia3 @icerinkmomma @Las4Liberty @marthaj44 @IngrahamAngle @JaybeeStewee @MarilynCapps @Orangeblood2012 @ReaganiteGOPer @bigsexy_tote @JackieJackielg @just_old_joe @RJTheRealOne @robertbland14 @Trenaway11 @solomongrundy6 That supports my position; it doesn’t counter it. Trump would love nothing more than to be crowned dictator and get his way all the time, law be damned. SO. WHAT? We all know he’s a slimy crook; now he’s bound by the Constitution. 

Has the Mueller investigation been cancelled?","Sun Jul 01 23:54:23 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/998245633629679616/1531508928","Sun May 20 16:54:40 +0000 2018","interests: news, politics, comedy, #Resistance #Resister #NotMyPresident #OperationSaveTheChildren https://t.co/93f9y628eh #FamiliesBelongTogether","mitrosnewsonline.blogspot.com","http://mitrosnewsonline.blogspot.com","99","122","https://t.co/93f9y628eh",,,,,,,,,,,,,,,,"0","78168","2463","3291","true","998245633629679616","false","false","false","Phoenix, AZ","30","🌊Toni🌊🇺🇸🇨🇦🇬🇧","1011258831274299392","false","https://pbs.twimg.com/profile_images/1001827799869485056/L7DH09mp_normal.jpg","","23633","https://twitter.com/Toni86097808","user","https://x.com/Toni86097808","Toni86097808",,"@lone_blue_fl @gatorhunter22 @JadePeterson_87 @JeffHendrix88 @DLoesch @PressSec And trump’s team leaking the questions they think he’ll be asked. Not a peep from Mueller’s team cuz he’s not letting anything taint this investigation! #MuellerPleaseHurry","Sun Jul 01 23:53:54 +0000 2018"
"false","true",,"Tue Mar 28 15:40:52 +0000 2017","",,,,,,,,,,,,,,,,,,,,,"0","2272","125","503","true","846748932038283265","false","false","false","Sacramento, CA","369","Rajincajun","1014565009286840320","false","https://pbs.twimg.com/profile_images/1028416985925791744/EhzFsbra_normal.jpg","","2930","https://twitter.com/courcier_paul","user","https://x.com/courcier_paul","courcier_paul",,"@denlusk13 Crime syndicate? Are you kidding me the biggest criminal is in the white house with a noosearround his neck. And he knows he is in big trouble by trying to cause a diversion from the Mueller investigation","Sun Jul 01 23:52:23 +0000 2018"
"false","true",,"Mon Mar 24 23:06:20 +0000 2014","Costume Designer",,,,,,,,,,,,,,,,"lisapadovanicostumes.com","http://lisapadovanicostumes.com","0","23","https://t.co/OxugKD09D6","0","9333","501","957","true","2409676370","false","false","false","New York, USA","177","Lisa Padovani",,"false","https://pbs.twimg.com/profile_images/593063977879494656/G_O5G32u_normal.jpg","","7399","https://twitter.com/lisapadovani1","user","https://x.com/lisapadovani1","lisapadovani1",,"@king_of_bob Mueller investigation not over bub #Collusion","Sun Jul 01 23:51:46 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/65537795/1517068001","Fri Aug 14 02:24:09 +0000 2009","Blah Blah Blah Blah",,,,,,,,,,,,,,,,,,,,,"0","95","28","75","true","65537795","false","false","false","","18214","Coffee Talks",,"false","https://pbs.twimg.com/profile_images/1773726345891074048/PIAKc4SF_normal.jpg","","41084","https://twitter.com/shalbano","user","https://x.com/shalbano","shalbano",,"Paul Manafort case ruling led to Robert Mueller's extensive investigation https://t.co/RpgKsWf38d https://t.co/cu393h4Gzw","Sun Jul 01 23:50:18 +0000 2018"
