"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"true","true","https://pbs.twimg.com/profile_banners/18753424/1718065738","Thu Jan 08 04:22:43 +0000 2009","The official X account of Australia’s #1 brekky show. You can also find us on Facebook, Instagram, YouTube and TikTok.",,,,,,"0","6768","455744","21692","false","18753424","false","false","false","Australia","49040","Sunrise","1730343714705363349","false","https://pbs.twimg.com/profile_images/1800324248848027648/3Z84eAaZ_normal.jpg","","81988","https://twitter.com/sunriseon7","user","https://x.com/sunriseon7","sunriseon7","Business","French warn Russian hackers: Claims Russian media and hackers are meddling in election https://t.co/9iHIw5XsTW #sun7 https://t.co/4AYtC7MBZl","Sat Feb 18 21:04:33 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/79320543/1405842939","Fri Oct 02 23:47:24 +0000 2009","@CherylShuman #Marijuana #Investment #Expert As Seen on @FoxBusiness @CNBC @ABC @GMA @TheViewTV @ABC2020 @TheInsider @CBS @Elle @Playboy @Adweek, etc.","CherylShuman.com","http://www.CherylShuman.com","0","22","http://t.co/OVicluM4ML","0","13419","4222","4754","true","79320543","false","false","false","Beverly Hills, CA 90210","7321","Invest in Cannabis",,"false","https://pbs.twimg.com/profile_images/515634531680792576/8Ssa9gtu_normal.png","","47350","https://twitter.com/InvestNCannabis","user","https://x.com/InvestNCannabis","InvestNCannabis",,"John McCain: #Russian Election Meddling Is Even More Serious Than A Physical Attack https://t.co/2aM6ekI3we https://t.co/QnJvWAM0an","Sat Feb 18 20:58:50 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/752358764/1623400195","Sun Aug 12 03:09:58 +0000 2012","Loving my cat, loving my parrot. Hoping this planet can outlast the abuse from human intervention. #BCRsupporter #TurpentineCreekWildlifeRefuge",,,,,,"0","11508","1272","1250","true","752358764","false","false","false","Tampa, FL","791","K","799288785792077824","false","https://pbs.twimg.com/profile_images/1403267412863205378/PtQNfE3__normal.jpg","","48503","https://twitter.com/kwitch1","user","https://x.com/kwitch1","kwitch1",,"John McCain: Russian Election Meddling Is Even More Serious Than A Physical Attack https://t.co/lhpsmqKqZo","Sat Feb 18 20:56:47 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/26358563/1707615808","Tue Mar 24 23:37:09 +0000 2009","""I AM...as with YOU."" 
NO DM PLEASE! Thank you!
Living on stolen & sub divided, Lakota land. FREE Leonard Peltier!",,,,,,"0","70700","9002","9000","true","26358563","true","false","false","I'm right here.","5765","TearsInTheRain","1740083832169140706","false","https://pbs.twimg.com/profile_images/1776639981793996802/9N7uVzg6_normal.jpg","","68743","https://twitter.com/Atticus733","user","https://x.com/Atticus733","Atticus733",,"John McCain: Russian Election Meddling Is Even More Serious Than A Physical Attack https://t.co/calABxonHn","Sat Feb 18 20:55:21 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/3091870115/1468247472","Sun Mar 15 00:37:33 +0000 2015","Everything is temporary and I'm OK with that...for now.",,,,,,"0","22396","486","591","true","3091870115","false","false","false","Chicago, IL","1341","Den E. B.","966720358639337472","false","https://pbs.twimg.com/profile_images/1274741690054688768/jOjJxuG2_normal.jpg","","31466","https://twitter.com/denneb_77","user","https://x.com/denneb_77","denneb_77",,"Talk is cheap pal, do something!
John McCain: Russian Election Meddling Is Even More Serious Than A Physical Attack https://t.co/k1N6ipXxVI","Sat Feb 18 20:52:36 +0000 2017"
"true","true",,"Tue Sep 07 18:34:57 +0000 2010","LGBT rights are human rights. Black Lives Matter. Equity over equality.","instagram.com/StopRepublicans","http://instagram.com/StopRepublicans","0","23","https://t.co/VrRhgll9Of","0","1451","22038","2104","false","188014427","true","false","false","Washington, DC","7471","Stop the GOP",,"false","https://pbs.twimg.com/profile_images/1806114169420484608/kp_aEi_x_normal.jpg","","34148","https://twitter.com/TheGOPisBad","user","https://x.com/TheGOPisBad","TheGOPisBad",,"John McCain: Russian Election Meddling Is Even More Serious Than A Physical Attack https://t.co/AooEtJkgFQ https://t.co/QlEgab5f3J","Sat Feb 18 20:50:22 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/75426887/1449415821","Sat Sep 19 00:22:07 +0000 2009","Totally embarrassed & outraged over the ignoramus that's pretending to be president. If I don't follow back know that I've reached my limit. #BLUEWAVE2018",,,,,,"0","14255","2707","3736","true","75426887","false","false","false","Palm Beach Gardens, FL","246","Skip Hatos",,"false","https://pbs.twimg.com/profile_images/867805452658233344/94qNhVmW_normal.jpg","","87473","https://twitter.com/SkipHatos","user","https://x.com/SkipHatos","SkipHatos",,"We absolutely need a Special Prosecutor for any Russian election meddling investigation. Americans can't trust Comey's FBI to b impartial","Sat Feb 18 20:44:33 +0000 2017"
"false","false",,"Wed Nov 28 01:29:26 +0000 2012","Have never actively sought out more followers; except tweet. Not a joiner, for joining's sake. Read the tweets;decide. TY for, at least, reading them.",,,,,,"0","19692","486","2039","false","975108876","false","false","false","","14","Gary White",,"false","https://pbs.twimg.com/profile_images/3000471348/b3cd67e71a1c1e77591484880cacd508_normal.jpeg","","54401","https://twitter.com/iprefer_pi","user","https://x.com/iprefer_pi","iprefer_pi",,"@RBReich @nytimes the addendum2 the CIA report2 Trump&amp;Obama infers how the election was fixed.JILL STEIN!+Russia meddling.(Page,stone, etc)","Sat Feb 18 20:42:32 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/75426887/1449415821","Sat Sep 19 00:22:07 +0000 2009","Totally embarrassed & outraged over the ignoramus that's pretending to be president. If I don't follow back know that I've reached my limit. #BLUEWAVE2018",,,,,,"0","14255","2707","3736","true","75426887","false","false","false","Palm Beach Gardens, FL","246","Skip Hatos",,"false","https://pbs.twimg.com/profile_images/867805452658233344/94qNhVmW_normal.jpg","","87473","https://twitter.com/SkipHatos","user","https://x.com/SkipHatos","SkipHatos",,"I would feel more confident in an FBI probe into election meddling if Comey wasn't in charge of it. He's tainted &amp; can't be trusted #resist","Sat Feb 18 20:22:58 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/181731262/1350077684","Sun Aug 22 22:53:56 +0000 2010","Veteran.  Welcome! #UniteBlue #BlueWave #Resist #FBR Hardcore Dem Patriot..Self-Aware... NYC born and raised 🚫MAGA & GOP #BidenHarris2024 #VetsAgainstGQP",,,,,,"0","159239","7039","7878","true","181731262","false","false","false","United States","506","DNCpeep🌊",,"false","https://pbs.twimg.com/profile_images/3172373682/b5620c3d1bc35e25003bfa22671c4b8c_normal.jpeg","","116679","https://twitter.com/DNCpeep","user","https://x.com/DNCpeep","DNCpeep",,"How a Russian Fascist Is Meddling in America’s Election https://t.co/RGjGspWjim","Sat Feb 18 20:09:14 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/28233892/1510991288","Thu Apr 02 00:09:35 +0000 2009","",,,,,,"0","336","11","55","true","28233892","false","false","false","Where ever the wind blows","132","April Rogers",,"false","https://pbs.twimg.com/profile_images/931791479177179136/O6n3lc0__normal.png","","7128","https://twitter.com/aprrogers","user","https://x.com/aprrogers","aprrogers",,"@SenatorIsakson thn y aren't republicans want an investigation n2 Trump &amp; Russia?  Russia cyber attacked us &amp; REP r sitting bk doing (1/3)","Sat Feb 18 23:55:00 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/2502967792/1722998164","Wed Apr 23 01:11:47 +0000 2014","*WomensRights *EqualRights *BanAssaultWeapons *GunReform *Healthcare *ClimateChange *VotingRights *ONEV1 *wtpBlue *DemVoice1","vote.org","https://www.vote.org","0","23","https://t.co/xJckNyVBzj","0","172974","60787","29812","true","2502967792","false","false","false","Tennessee, USA","11925","✨𝑆𝑎𝑑𝑖𝑒 𝑀𝑎𝑒✨𝑇𝑁",,"false","https://pbs.twimg.com/profile_images/1821012598424317952/T5dwJOcN_normal.jpg","","156025","https://twitter.com/SadieMaeTN","user","https://x.com/SadieMaeTN","SadieMaeTN",,"@FoxNews @MarshaBlackburn Marsha tell the other Senators we want an independent investigation into Trump / Russia connections. NOW","Sat Feb 18 23:52:05 +0000 2017"
"false","true",,"Tue Oct 16 01:10:45 +0000 2012","🌻Retired Paralegal standing in solidarity w/ACLU, LGBT, PPF &TheResistance! Trump is a malignant narcissist psychopath but is cognizant of his crimes!","crimewatchers.forumotion.com","http://crimewatchers.forumotion.com/","0","23","https://t.co/m45bidPw8L","0","589469","9453","4843","true","883421593","false","false","false","92058","2783","CherokeeNative ☮️🌻🇺🇦 #🟦 🟧 🏳️‍🌈🇺🇸🌈","1650994416117751809","false","https://pbs.twimg.com/profile_images/1299072909940408320/67qmLZcE_normal.jpg","","825975","https://twitter.com/CherokeeNative3","user","https://x.com/CherokeeNative3","CherokeeNative3",,"Under the guidance of Comey &amp; Sessions! We need a full, independent investigation of all things Russia/Trump related https://t.co/UWtNK1MMxI","Sat Feb 18 23:51:04 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/289118612/1611463502","Thu Apr 28 01:56:15 +0000 2011","Tomthunkit's Mind Diner is open 24/7. All-you-can-eat smorgasbord of hand-picked deliciously sweet tweets for your political palate. Invest ($) in your future","gofund.me/f87dee82","https://gofund.me/f87dee82","0","23","https://t.co/9hCbcig3Ri","0","31137","82553","60914","true","289118612","true","false","false","In Your Mind Now","3121081","Tomthunkit™","1852345066439995428","false","https://pbs.twimg.com/profile_images/1621261829417717760/hOeHkGJk_normal.jpg","","3557450","https://twitter.com/TomthunkitsMind","user","https://x.com/TomthunkitsMind","TomthunkitsMind",,"BREAKING: GOP senators call for investigation into connections between Trump and Russia, want Flynn to testify https://t.co/zS3j4KMaN0 https://t.co/100Lv5bOmA","Sat Feb 18 23:45:09 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/4811477564/1511578101","Mon Jan 25 08:39:55 +0000 2016","Writer/Art Historian #Resistance #ImpeachTrump  #StolenElection #FakePresident  #UnhackVote2020 #SavePlanet #ClimateChangeIsEpic #VoteGOPOut  #ProudProgressive",,,,,,"0","28527","5744","5942","true","4811477564","false","false","false","San Francisco, CA","393","Susanne Maddox","840336588840230912","false","https://pbs.twimg.com/profile_images/696547556633894913/tylsoshh_normal.jpg","","36068","https://twitter.com/SusanneMaddox18","user","https://x.com/SusanneMaddox18","SusanneMaddox18",,"It’s Time for a Proper Investigation of Trump’s Russia Ties https://t.co/d1e64RxYlt via @JohnCassidy","Sat Feb 18 23:43:19 +0000 2017"
"false","true",,"Mon Dec 21 20:16:25 +0000 2015","",,,,,,"0","489","9","173","true","4560331155","false","false","false","","24","GEORGE L PESTIK",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","2412","https://twitter.com/seadoc7","user","https://x.com/seadoc7","seadoc7",,"House intelligence chair rolls over for Trump, says no investigation of Russia connections https://t.co/tpoMZ9XZzt","Sat Feb 18 23:41:16 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/2817491546/1415732434","Thu Sep 18 17:55:17 +0000 2014","","isuccessformula.com/adam/?id=esque…","https://isuccessformula.com/adam/?id=esqueaky44&tid=","0","23","https://t.co/4pLxpSnsth","0","1","27","69","false","2817491546","false","false","false","","10","everett jackson",,"false","https://pbs.twimg.com/profile_images/580559500458987521/hLxvaBl8_normal.png","","85838","https://twitter.com/esqueaky01","user","https://x.com/esqueaky01","esqueaky01",,"There must be an investigation into Trump's ties to Russia https://t.co/xu0W5bdMvl","Sat Feb 18 23:41:16 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/795107478157586432/1506154269","Sun Nov 06 03:36:09 +0000 2016","",,,,,,"0","49833","176","116","true","795107478157586432","false","false","false","","4195","Nightengalejml2",,"false","https://pbs.twimg.com/profile_images/911503174711771136/5gDVi80I_normal.jpg","","150897","https://twitter.com/54nightengale","user","https://x.com/54nightengale","54nightengale",,"@HouseIntelComm 
Stop investigation of Clinton emails. FOCUS on Trump, Flynn, Russia, election and WH Foreign Policy NOW.","Sat Feb 18 23:40:50 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/795107478157586432/1506154269","Sun Nov 06 03:36:09 +0000 2016","",,,,,,"0","49833","176","116","true","795107478157586432","false","false","false","","4195","Nightengalejml2",,"false","https://pbs.twimg.com/profile_images/911503174711771136/5gDVi80I_normal.jpg","","150897","https://twitter.com/54nightengale","user","https://x.com/54nightengale","54nightengale",,"@GOPoversight 
STOP Clinton email investigation NOW. FOCUS on Trump, Flynn, and Russia and role in election, sanctions, WH Foreign Policy","Sat Feb 18 23:36:54 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/830453942047866880/1486834620","Sat Feb 11 16:30:23 +0000 2017","A non-partisan movement to inspire Congress by sending them ""Profiles in Courage"" to rise above party politics to defend citizens & the Constitution",,,,,,"0","1","50","209","false","830453942047866880","false","false","false","New York, NY","10","Call 4 Courage",,"false","https://pbs.twimg.com/profile_images/830469233297457154/MbZbtywl_normal.jpg","","54","https://twitter.com/Call4Courage","user","https://x.com/Call4Courage","Call4Courage",,"C4C Award to @RepWalterJones  for being first Republican in House to call for Russia-Trump investigation!   Putting Country before Party!","Sat Feb 18 23:29:35 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/787811789614424064/1730935378","Mon Oct 17 00:25:42 +0000 2016","Democratic unity #VOTEStateLoclNatl Twitter≠US electorate #WarOnDisinformation fmr IT/edu #Science #FactCheck future stray cat/dog hoarder",,,,,,"0","43487","438","1622","true","787811789614424064","false","false","false","Colorado, USA","1176","Susanne Moore",,"false","https://pbs.twimg.com/profile_images/1854306926265331716/8PyzyJ1N_normal.jpg","","5788","https://twitter.com/WhyFactsMatter","user","https://x.com/WhyFactsMatter","WhyFactsMatter",,"@thinkprogress In fairness, they need an excuse (albeit reprehensible, inauthentic &amp; unpatriotic) to postpone a Trump/Russia investigation.","Sat Feb 18 23:29:02 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/36643143/1404163316","Thu Apr 30 11:43:11 +0000 2009","""For evil to triumph, all it needs is good people (sic) to do nothing."" - MLK, Jr. He/Him/His",,,,,,"0","41745","877","2779","false","36643143","false","false","false","Denver","161","Scott Esserman",,"false","https://pbs.twimg.com/profile_images/759835459279200258/16yzzTVW_normal.jpg","","84208","https://twitter.com/sdesserman","user","https://x.com/sdesserman","sdesserman",,"Worth your time one question @FoxNews poll re: Trump/Russia investigation:

https://t.co/KDveu7saBH","Sat Feb 18 23:09:49 +0000 2017"
"false","true",,"Sat Feb 11 00:07:40 +0000 2012","",,,,,,"0","53102","2146","2760","true","488911358","false","false","false","","4148","PUDCAST245 🎄",,"false","https://pbs.twimg.com/profile_images/742968203639422977/oZ8h0vmW_normal.jpg","","157450","https://twitter.com/pudcast245","user","https://x.com/pudcast245","pudcast245",,"@gtobronco U don't get to just throw shit without any evidence to back it up. Trump's under IC investigation for collusion with Russia, ffs.","Sat Feb 18 23:04:10 +0000 2017"
"false","true",,"Tue Oct 11 21:41:24 +0000 2016","",,,,,,"0","21912","62","398","true","785958505001852928","false","false","false","","11","Andra",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","22698","https://twitter.com/Andra0629","user","https://x.com/Andra0629","Andra0629",,"@thehill GOP lawmakers should be asking for a bipartisan investigation into Trump and his connections with Russia","Sat Feb 18 23:02:44 +0000 2017"
"false","true",,"Fri Jul 31 13:37:29 +0000 2015","",,,,,,"0","673","5","26","false","3302469746","false","false","false","","246","Karl Hamann","1349837011482509318","false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","6667","https://twitter.com/ElErikster424","user","https://x.com/ElErikster424","ElErikster424",,"ADD YOUR NAME: Sessions must step aside from Trump-Russia investigation https://t.co/sAi1REqJzW #SessionsWatch","Sat Feb 18 22:55:37 +0000 2017"
"false","true",,"Tue Jan 31 16:14:52 +0000 2017","",,,,,,"0","5","4","187","false","826463768603406337","false","false","false","","0","chuck cannon",,"false","https://pbs.twimg.com/profile_images/827300407735050240/7EFd_CEU_normal.jpg","","315","https://twitter.com/chuckcan22","user","https://x.com/chuckcan22","chuckcan22",,"TRUMP IS NOT AMERICAN BY CALLING NEWS FAKE THATS A DICTATOR TRUMP IS WITH RUSSIA AND IT WILL COME OUT INDEPENDENT INVESTIGATION NOW !!!!!!!!","Sat Feb 18 22:55:29 +0000 2017"
"false","true",,"Tue Mar 10 13:17:10 +0000 2015","",,,,,,"0","0","0","38","false","3083940489","false","false","false","","0","Cecile Powell",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","31","https://twitter.com/Cpowell9Cecile","user","https://x.com/Cpowell9Cecile","Cpowell9Cecile",,"Russia interfered with our election.  There must be a 9/11 type investigation to find out if Trump was involved.","Sat Feb 18 22:49:30 +0000 2017"
"false","true",,"Tue Mar 10 13:17:10 +0000 2015","",,,,,,"0","0","0","38","false","3083940489","false","false","false","","0","Cecile Powell",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","31","https://twitter.com/Cpowell9Cecile","user","https://x.com/Cpowell9Cecile","Cpowell9Cecile",,"@RepHultgren Russia has interfered with our election.  There must be a 9/11 type investigation to find out if Trump was involved","Sat Feb 18 22:47:23 +0000 2017"
"false","true",,"Sat Apr 04 18:14:31 +0000 2009","teacher","bestonlinetutoring.net","http://bestonlinetutoring.net","0","22","http://t.co/DCruK5qq8G","0","4637","61","185","false","28840742","false","false","false","Mexico","323","Kelleen Farrell",,"false","https://pbs.twimg.com/profile_images/294105777/dags_lillly_normal.jpg","","19277","https://twitter.com/kelleenfarrell","user","https://x.com/kelleenfarrell","kelleenfarrell",,"ADD YOUR NAME: Sessions must step aside from Trump-Russia investigation https://t.co/VAsu80p5KD #SessionsWatch","Sat Feb 18 22:47:02 +0000 2017"
"true","true","https://pbs.twimg.com/profile_banners/16374213/1562825207","Sat Sep 20 03:30:16 +0000 2008","Atheist, cyclist, skeptic, supporter of the evidence and not prepared to take shit from anyone.",,,,,,"0","17122","261","165","true","16374213","false","false","false","ACT","429","The Evil One, coz scotty says I am",,"false","https://pbs.twimg.com/profile_images/1084150917/twitter_1_normal.jpg","","16861","https://twitter.com/paulestorey","user","https://x.com/paulestorey","paulestorey",,"@GaetaSusan want to stop the ""witch hunt""? Release taxes and have independent investigation into Russia links. Also stop lying #trump","Sat Feb 18 22:42:24 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/2473783645/1729609208","Fri May 02 10:05:29 +0000 2014","Migrating to BlueSky (I'm only here to contact advertisers to tell them I'm boycotting them)

Trans and Gender Fluid Rights are Human Rights
🌈🏳️‍⚧️ they them",,,,,,"0","54678","2599","4940","true","2473783645","false","false","false","Atlanta burbs","20963","Keep Calm and Stay Fluid 💗","1860617258055193028","false","https://pbs.twimg.com/profile_images/1848741126028644352/1NYK1H7I_normal.jpg","","82756","https://twitter.com/FrequentTweets","user","https://x.com/FrequentTweets","FrequentTweets",,"@SheinelleJones @KellyO
#Trump/#Putin team's goal now? To appear hostile, to cover-up meddling by Russia in election
https://t.co/bmwuylqrNP","Sat Feb 18 18:47:08 +0000 2017"
"false","false",,"Wed Oct 14 15:17:22 +0000 2015","I have a sarcastic, facetious sense of humor. I believe everyone has a right to their opinion, you don't have to be offensive or vulgar to express it.",,,,,,"0","2508","36","79","false","3956878277","false","false","false","Phenix City, AL ","8","Vadarae69",,"false","https://pbs.twimg.com/profile_images/834215591623933952/SAvLqYb8_normal.jpg","","2888","https://twitter.com/Vadarae69","user","https://x.com/Vadarae69","Vadarae69",,"NEW Wikileaks dump on election meddling, only THIS time&amp;#8230; https://t.co/FiKvu1G4ql via @AllenWest  Transparency ?","Sat Feb 18 18:05:52 +0000 2017"
"false","true",,"Thu May 05 19:14:38 +0000 2016","Common sense conservative, grew up in Moscow-former Soviet Union;know what means 2live under government dictatorship in socialistic country!Prof concert pianist",,,,,,"0","117166","3797","4182","true","728301896125927424","false","false","false","Thousand Oaks, CA","1202","Svetlana Lilac",,"false","https://pbs.twimg.com/profile_images/731988081000075264/UrpFjopo_normal.jpg","","195798","https://twitter.com/svetlanagpiano","user","https://x.com/svetlanagpiano","svetlanagpiano",,"NEW Wikileaks dump on election meddling, only THIS time&amp;#8230; https://t.co/9O7dXNbPKG via @AllenWest","Sat Feb 18 17:50:06 +0000 2017"
