"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"true","false","https://pbs.twimg.com/profile_banners/2931901110/1645932678","Tue Dec 16 06:57:44 +0000 2014","Jan 6, 2021, 14th Amendment, Sec 3 and 4. Prosecute ALL Insurrectionists. 🪆Prosecute Putin. #RIP_AlexeiNavalny #ArmUkraineToWin #StandWithNATO",,,,,,,,,,,,,,,,,,,,,"0","124486","1711","4813","true","2931901110","false","false","false","GLOBAL CITIZEN ","3444","Savannah Bay 🇺🇦🇮🇱🇵🇸🇺🇲","1043973782598111234","false","https://pbs.twimg.com/profile_images/1071589269859328000/giyX_b4Y_normal.jpg","","199664","https://twitter.com/SavannahBayBVI","user","https://x.com/SavannahBayBVI","SavannahBayBVI",,"Support Bipartisan Legislation to Protect the Mueller Investigation  https://t.co/NruNUrzWFA @moveon","Sun Oct 07 23:54:43 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/1289568967/1591599143","Fri Mar 22 20:13:46 +0000 2013","#ProtectUSPSWhistleblowers",,,,,,,,,,,,,,,,,,,,,"0","56741","2248","3432","false","1289568967","false","false","false","A Peaceful Place","2478","Nasty Woman",,"false","https://pbs.twimg.com/profile_images/583466155244785665/lz2Blqwz_normal.jpg","","194468","https://twitter.com/HandToForehead","user","https://x.com/HandToForehead","HandToForehead",,"@realdonaldTrump is stating that he ""evened the playing field"" for Kavanaugh, basically admitting that, as President, he rigged an official FBI investigation so that it would come out in Kavanugh's favor.  I know Mueller is listening.","Sun Oct 07 23:51:16 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/813033986259718144/1541112842","Sun Dec 25 14:49:42 +0000 2016","I am an employed, straight, conservative white male. How else can I piss you off?
Support out troops and police!",,,,,,,,,,,,,,,,,,,,,"0","7517","127","133","false","813033986259718144","false","false","false","Tucson, AZ","171","Deplorable and proud",,"false","https://pbs.twimg.com/profile_images/1059587167326859265/S52Gv5nt_normal.jpg","","10578","https://twitter.com/gasinger57","user","https://x.com/gasinger57","gasinger57",,"BREAKING, BREAKING, BREAKING,
Christine Blasely Ford will be the new eyewitness for the Mueller investigation, saying she saw Donald Trump collude with Russians at a party. Can't remember exactly where it was, but she was sure she only had one beer. https://t.co/oeg1k4hv8Z","Sun Oct 07 23:44:18 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/16305686/1707608188","Tue Sep 16 02:26:12 +0000 2008","Religious Conservative & Science & Space Exploration Advocate.
Allergic to truth? Block me now & get it over with.

https://t.co/E43z1ksLtS…","v.cent.co/gallery/billho","http://v.cent.co/gallery/billho","116","139","https://t.co/E43z1ksLtS",,,,,,,,,,,"amazon.com/Bill-Housley/e…","https://www.amazon.com/Bill-Housley/e/B0041QFRD4","0","23","https://t.co/Qu97Uo3z2X","0","7533","642","565","true","16305686","true","false","false","Evanston, Wyoming","1482","Bill Housley","1860688565774254260","false","https://pbs.twimg.com/profile_images/1670811797102657536/9sjuIw0b_normal.jpg","","23876","https://twitter.com/billhousley","user","https://x.com/billhousley","billhousley",,"@JLNunyabusiness I'm starting to see remarks from commentators that reflect that this whole business went completely out of control and left Democrats with a sinking ship. I wonder if we have even finished tallying all of the damage yet. Even the Mueller investigation may see impact.","Sun Oct 07 23:43:45 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/51241418/1730918304","Fri Jun 26 21:48:23 +0000 2009","Mother. Author of THE SOUND OF SETTLING, A Rock & Roll Love Story. Democrat. Jersey Girl in PDX. #SignTara #SwiftieOver50 https://t.co/AvD3vVEigP","taradublinrocks.com","http://taradublinrocks.com","122","145","https://t.co/AvD3vVEigP",,,,,,,,,,,"taradublin.substack.com","http://taradublin.substack.com/","0","23","https://t.co/wlUuInqMt1","0","562386","106554","21700","true","51241418","true","false","false","Portland, OR","64808","Tara Dublin, Rock Star Author & Proud Democrat","1862277476652917042","false","https://pbs.twimg.com/profile_images/1819846448273588224/x6galry__normal.jpg","","440798","https://twitter.com/taradublinrocks","user","https://x.com/taradublinrocks","taradublinrocks",,"@SheRa_Resists @brithume @Strnadski @kathygriffin @NRA @TwitterSupport @CNN @DannyZuker I’m ready for Mueller to release his investigation now","Sun Oct 07 23:41:39 +0000 2018"
"true","true",,"Sun May 17 21:03:31 +0000 2009","living a dream life",,,,,,,,,,,,,,,,,,,,,"0","31909","411","732","true","40736425","false","false","false","SW Michigan","1675","michelle theodore","1046932152535920646","false","https://pbs.twimg.com/profile_images/378800000487478946/08bd10c326398aebeb6d3954167b23e2_normal.jpeg","","15326","https://twitter.com/deanchelle","user","https://x.com/deanchelle","deanchelle",,"@Goss30Goss I agree also. Mueller already has the goods. I can’t wait until his investigation is over. If there is a Blue Wave I hope the first order of business is to release his report AND make it public!","Sun Oct 07 23:40:45 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/3313343398/1611889321","Mon Jun 08 14:22:02 +0000 2015","Never thought I'd see the day when Americans would elect a man who simulated a sex act with a microphone.",,,,,,,,,,,,,,,,,,,,,"0","69162","776","745","true","3313343398","false","false","false","Texas, USA","2398","Captain Marvelous","1377344175423680512","false","https://pbs.twimg.com/profile_images/1107079733584506882/guWnkJJd_normal.png","","28755","https://twitter.com/Me_Marvelously","user","https://x.com/Me_Marvelously","Me_Marvelously",,"The one good thing about the SCOTUS debacle is that the moron-in-chief was distracted from the Mueller investigation. Hope Mueller took the opportunity to get some good evidence. Glad 45 can't think of two things at once.","Sun Oct 07 23:34:03 +0000 2018"
"false","true",,"Wed Jun 03 13:28:43 +0000 2009","Subject Matter Aggregation - Retired Investigative LEO",,,,,,,,,,,,,,,,"edmecka.com","http://www.edmecka.com","0","22","http://t.co/iG6TMgrT0l","0","17","442","207","true","44357949","false","false","false","USA","3793","Ed Mecka",,"false","https://pbs.twimg.com/profile_images/557478582394830848/BjJbj_iF_normal.jpeg","","160146","https://twitter.com/edmecka","user","https://x.com/edmecka","edmecka",,"Very Important Interview: Devin Nunes Discusses FISA Investigation, Rod Rosenstein, Currently Corrupt DOJ/FBI, and Robert Mueller… | https://t.co/SPn7Z9cvZ8 via @edmecka","Sun Oct 07 23:30:08 +0000 2018"
"false","true",,"Sat Jan 06 05:21:19 +0000 2018","",,,,,,,,,,,,,,,,,,,,,"0","4559","470","1300","true","949511171849244672","false","false","false","Canada","77","Michelecreor",,"false","https://pbs.twimg.com/profile_images/1033129404392660993/lpm4H_-v_normal.jpg","","5212","https://twitter.com/Michelecreor1","user","https://x.com/Michelecreor1","Michelecreor1",,"Mueller just needs to finish his investigation into all illegal activity. This is getting crazy, hopefully he makes some big moves soon.","Sun Oct 07 23:27:47 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/864951454876008448/1564325502","Wed May 17 21:11:11 +0000 2017","Happily married man. Economics, International Business, Management, & Political Science Instructor. Not looking for hookups only friendship#MAGA #KAG #Trump2020",,,,,,,,,,,,,,,,,,,,,"0","2374","3773","3829","true","864951454876008448","false","false","false","Alabama, USA","2","Fred Michael Hughes",,"false","https://pbs.twimg.com/profile_images/1188559318855143425/IYn8kkMk_normal.jpg","","5039","https://twitter.com/FredMichaelHug1","user","https://x.com/FredMichaelHug1","FredMichaelHug1",,"Hey Sen. Carden you talked on Fox News Sun about not allowing the Mueller investigation to be interfered with... Well sir what about all you democrats interfering with President Trump. If you silly people would get out of the way America would achieve GREATNESS Again more quickly","Sun Oct 07 23:26:45 +0000 2018"
